0,1,2,3,4
375,242,116,42,10
246,175,83,21,7
29,18,11,5,0
122,96,40,8,5
27,15,7,2,0
2,1,0,0,0
1,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
6,0,1,0,0
35,15,5,1,0
99,68,20,5,1
93,57,22,5,4
22,27,8,4,0
72,49,23,8,1
87,48,28,6,1
18,9,1,5,0
14,6,2,1,0
60,40,15,3,0
49,31,17,5,2
21,7,6,1,0
9,6,3,1,0
3,2,0,0,0
4,2,1,0,0
0,0,1,0,0
2,0,0,0,0
1,0,1,0,0
1,1,3,0,0
4,5,1,0,0
26,19,6,1,0
0,0,0,1,0
43,21,12,0,0
45,22,9,4,0
50,40,15,7,0
42,20,14,1,1
74,42,12,4,0
58,39,10,4,1
31,20,3,2,0
20,8,4,0,0
32,19,10,1,0
61,39,29,8,1
29,21,7,0,0
13,4,2,0,0
