0,1,2,3,4,5,6,7,8,9
48,63,74,184,149,58,81,52,23,26
24,48,35,97,91,34,51,34,16,8
15,26,20,71,78,22,29,21,10,7
6,16,22,42,35,8,26,11,6,4
3,17,16,31,43,14,14,11,7,6
1,4,9,14,10,7,14,6,4,3
3,1,1,4,2,0,3,2,0,0
0,1,1,0,1,0,1,0,1,0
0,0,0,3,1,0,2,0,1,0
0,2,0,4,0,1,4,0,0,0
0,1,0,0,1,2,1,0,0,0
0,0,0,3,1,2,4,0,0,0
0,0,2,0,2,0,0,0,1,1
3,0,0,3,2,0,0,0,0,0
1,0,0,2,0,2,0,1,0,0
0,0,1,1,1,1,1,0,0,0
0,0,1,0,0,0,1,1,0,1
0,0,0,0,0,0,0,0,0,0
0,0,1,2,0,1,0,0,0,0
0,2,0,0,2,0,0,1,0,1
1,0,0,2,0,2,1,1,0,0
0,1,1,1,2,0,0,0,0,0
0,1,0,2,0,1,0,0,0,0
0,0,0,2,2,0,1,0,0,0
0,0,1,4,1,0,0,0,0,0
0,0,0,1,1,1,0,0,0,0
6,8,6,23,18,9,8,6,1,1
8,25,21,43,36,9,26,14,2,4
4,12,4,18,18,4,6,6,2,0
1,3,2,7,9,2,4,1,1,0
2,5,7,10,7,4,4,2,0,1
0,5,2,6,3,3,2,1,2,0
12,18,25,40,41,18,15,14,7,3
3,3,6,12,17,4,13,3,2,4
2,6,5,17,10,3,6,4,0,2
9,18,21,72,42,21,16,11,8,6
10,16,13,30,38,8,13,11,5,3
9,8,14,29,30,5,16,7,10,1
4,6,8,16,12,7,9,5,0,0
0,0,3,7,6,3,2,1,1,0
2,0,3,7,8,3,3,3,2,1
4,3,3,10,10,2,7,3,1,0
6,8,14,20,19,6,14,11,2,3
3,9,11,21,30,10,8,5,3,1
2,6,4,10,11,3,5,4,1,1
1,2,3,8,5,1,4,0,1,0
2,1,1,8,10,5,8,2,3,0
5,5,3,11,10,9,12,2,3,0
3,6,0,19,11,0,5,3,2,0
2,3,3,6,4,1,0,1,0,1
1,0,1,2,0,2,2,0,0,0
1,0,0,2,2,0,1,0,0,0
