m,f
275,294
181,189
212,227
68,85
16,14
35,40
7,9
13,17
5,5
0,1
6,4
4,2
4,2
4,6
3,1
2,0
4,3
3,0
2,0
4,4
1,0
2,2
0,0
3,3
6,5
4,3
42,57
60,67
22,19
8,22
25,15
11,6
14,17
48,55
23,31
60,51
18,24
16,11
113,117
81,86
67,81
26,23
19,22
3,8
43,50
4,8
9,11
27,22
26,29
3,3
9,12
14,10
