0,1,2,3,4,5,6,7,8,9
2,1,1,4,1,3,5,3,2,0
0,3,3,9,12,3,6,7,1,1
1,5,2,16,18,14,18,14,11,5
0,1,1,0,3,3,2,4,0,0
0,0,0,0,0,0,1,0,0,0
0,0,0,2,1,2,2,0,0,1
0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
0,0,0,0,2,0,0,1,0,1
0,1,0,2,0,1,2,0,0,1
0,0,2,1,3,0,1,2,1,0
0,0,0,2,2,0,3,1,0,0
0,1,1,0,1,1,2,0,0,0
0,2,1,1,2,0,1,3,1,1
0,1,1,4,4,0,1,3,0,0
0,0,0,1,2,0,1,0,1,1
0,0,1,0,0,0,0,1,0,0
0,1,0,1,0,0,0,0,0,0
0,1,1,0,3,0,0,4,1,0
0,0,0,1,0,1,0,0,0,0
0,0,1,0,2,0,0,0,0,0
0,0,0,1,2,1,0,0,0,0
0,1,0,2,1,1,2,0,0,0
0,0,0,2,0,1,3,1,1,0
0,0,0,0,1,0,0,0,0,0
0,0,0,1,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
0,0,0,0,2,0,1,0,0,0
0,0,2,2,0,0,3,1,0,0
0,1,0,1,1,0,0,0,0,1
0,2,0,3,2,0,1,0,0,0
0,2,0,3,5,0,1,1,1,0
1,0,1,1,3,0,3,2,0,0
0,0,0,2,1,0,3,0,0,1
0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0
0,0,3,1,0,0,0,0,0,1
0,1,0,0,0,2,0,0,2,0
0,0,0,0,3,1,0,1,0,1
