0,1,2,3,4
293,174,109,23,4
131,95,34,15,5
68,51,22,4,3
35,30,12,2,0
6,2,4,2,0
2,4,1,0,0
102,83,35,8,2
1,0,0,1,0
111,58,23,6,3
2,0,0,0,0
35,23,10,8,2
1,2,0,0,0
8,5,1,1,0
0,0,0,0,0
1,0,0,0,0
1,0,0,0,0
0,0,0,1,0
0,0,0,0,0
4,1,1,0,0
26,10,3,4,1
25,32,4,3,0
12,5,1,1,0
2,0,0,0,0
5,4,1,1,0
30,22,6,2,0
45,27,8,2,0
31,25,13,3,1
50,34,24,6,2
7,4,2,2,0
19,14,6,1,0
2,2,0,0,0
2,4,1,0,0
2,0,0,0,0
1,1,0,0,0
1,1,1,0,0
20,10,9,1,0
106,56,22,8,1
14,17,3,0,0
92,61,24,7,0
14,7,1,3,0
3,2,1,0,0
49,32,17,4,0
1,2,1,1,0
74,35,13,3,2
28,8,5,4,0
1,0,0,0,0
19,12,5,3,0
1,2,0,0,0
36,36,12,2,0
83,35,22,3,0
11,1,2,1,0
33,26,13,2,0
