m,f
0,0
0,0
0,0
0,0
2,1
22,34
40,56
194,200
64,59
74,88
148,143
118,140
36,24
64,78
39,35
8,10
3,3
1,1
2,6
4,8
3,5
5,1
5,5
2,1
1,0
0,5
2,3
4,4
1,3
1,2
1,1
1,2
4,4
12,15
16,34
2,2
10,12
3,1
15,28
49,47
54,54
35,31
10,6
18,26
22,31
11,13
28,32
38,37
43,56
55,49
63,60
38,45
