m,f
0,0
0,0
0,0
0,0
29,44
5,12
80,83
29,30
50,65
89,75
57,72
118,133
112,126
62,51
32,38
125,125
21,24
5,4
3,4
6,3
1,3
3,2
3,3
1,2
4,3
2,5
5,9
4,2
4,2
1,2
1,5
4,0
1,1
1,2
12,11
26,23
6,4
6,4
2,0
16,20
17,24
24,27
29,37
68,80
62,79
56,54
83,104
36,34
29,40
40,31
1,3
0,3
