0,1,2,3,4,5,6,7,8,9
41,77,78,186,179,65,86,55,27,25
19,40,51,97,91,29,60,39,12,12
18,27,24,85,74,26,36,17,18,6
3,8,2,15,15,1,6,5,2,2
0,1,2,5,3,3,5,4,1,1
0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,1,0,3,2,0,1,0,0,2
6,9,9,17,16,1,10,5,1,4
19,27,26,53,55,16,32,10,3,5
10,30,35,65,54,19,29,15,5,5
15,27,25,62,63,22,34,20,6,3
4,7,13,40,32,11,12,10,5,2
1,1,2,7,3,1,2,2,1,0
2,5,8,18,12,5,5,3,1,0
0,3,3,5,5,2,2,1,1,1
0,0,0,3,0,0,0,1,0,0
1,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,1,0
0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
1,0,0,0,1,0,1,0,0,0
2,2,3,4,4,0,2,0,0,1
6,12,13,24,15,3,8,5,3,0
12,21,15,42,42,11,22,8,3,2
9,31,21,47,52,16,27,11,3,3
3,8,10,25,22,10,11,7,2,1
5,9,15,29,28,9,10,5,5,2
3,6,4,11,8,2,8,1,1,1
6,8,8,21,22,3,10,5,1,0
4,5,8,26,13,4,7,3,1,0
4,6,10,15,11,6,8,5,2,0
5,3,5,13,3,0,4,1,1,0
0,0,0,1,3,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1
