0,1,2,3,4,5,6,7,8,9,10
303,153,105,101,102,88,86,90,87,100,52
1,1,1,0,1,1,2,0,0,0,0
7,34,58,42,21,42,38,36,31,20,34
0,0,0,0,1,0,0,1,0,0,2
0,3,4,1,0,2,4,2,4,2,14
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,1,0,0,0,0,0,0
161,3,4,11,17,3,2,3,6,3,0
4,19,22,52,51,15,7,15,36,8,0
112,79,89,70,59,64,29,38,67,29,0
0,2,0,1,0,0,47,37,0,29,0
1,66,43,13,10,40,0,0,19,21,0
0,1,0,0,0,0,42,31,1,33,0
0,17,2,0,0,6,0,3,0,4,0
1,1,1,0,0,1,3,0,0,1,0
0,0,0,0,1,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,11
1,0,0,0,0,0,0,0,0,0,24
0,0,0,0,0,0,0,0,0,0,25
2,0,0,1,0,0,0,1,0,0,24
1,0,0,2,0,0,0,0,0,0,17
11,0,0,2,0,0,0,0,0,2,4
144,0,1,12,0,0,0,0,1,3,0
98,4,7,34,6,0,0,0,12,8,0
0,35,40,51,39,0,6,0,39,25,0
2,58,59,0,53,3,18,0,54,40,0
0,0,0,30,0,12,47,0,0,29,0
2,54,35,5,21,12,2,0,16,1,0
0,18,1,1,6,38,36,10,1,5,0
0,1,0,0,0,30,0,34,0,1,0
0,0,0,0,0,20,9,43,0,0,0
0,1,0,0,0,0,0,25,0,0,0
0,0,1,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,9,0,0,0
0,0,0,1,0,0,0,4,0,0,0
0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,10
