0,1,2,3,4,5,6,7,8,9,10
290,22,10,17,55,82,87,79,17,9,14
54,120,49,0,69,7,54,5,0,0,0
0,11,77,80,28,56,4,54,1,0,0
0,63,40,6,0,6,1,4,0,51,40
1,0,8,6,0,1,0,0,67,6,8
0,3,1,3,0,0,0,2,50,63,43
0,1,0,49,2,1,0,2,10,13,13
0,0,4,5,0,1,0,0,3,0,3
0,0,0,0,0,1,0,0,0,0,0
0,0,1,1,1,1,0,1,0,2,0
0,2,1,2,0,0,0,0,2,0,1
0,1,0,0,2,1,1,1,0,2,0
0,0,0,0,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0,1,1,0
0,0,1,0,0,1,0,0,1,2,0
0,0,0,0,0,0,0,0,1,0,0
0,2,2,1,0,0,1,2,1,1,0
0,0,0,1,0,1,1,1,1,0,2
1,0,0,1,0,1,0,0,0,0,0
0,1,2,0,0,0,0,0,0,1,2
0,0,0,0,0,1,0,1,0,0,0
4,1,0,1,1,1,0,1,0,1,0
0,0,1,0,0,0,1,1,0,2,1
0,1,2,1,0,1,0,0,0,0,1
16,2,1,0,1,1,0,0,0,2,1
172,0,0,1,0,0,0,0,0,0,1
4,0,0,1,2,2,1,1,0,0,1
103,3,15,0,1,28,0,1,2,1,0
2,0,0,1,0,3,0,10,0,19,0
1,0,74,0,1,2,0,38,0,43,0
3,0,7,0,0,3,0,46,1,48,0
0,0,7,2,0,72,7,31,2,1,0
0,8,4,0,0,18,0,1,23,0,0
1,62,1,2,0,1,10,2,41,12,0
0,6,0,2,1,4,26,1,44,2,1
0,2,45,0,0,2,4,0,19,0,0
0,91,5,2,0,1,1,0,2,2,0
0,28,1,1,0,0,2,1,1,2,0
1,0,0,0,0,0,39,1,2,1,0
0,0,0,0,0,0,36,0,0,1,0
0,0,0,0,3,1,2,0,1,0,9
2,4,1,16,0,1,0,1,0,0,23
2,0,5,1,28,0,3,1,1,0,0
0,1,3,2,4,0,0,1,1,0,16
1,0,1,2,2,2,1,0,0,0,2
0,2,1,73,4,1,0,0,0,0,39
0,0,4,3,0,3,0,0,1,0,0
1,0,3,5,1,0,1,0,1,3,22
0,0,0,49,45,1,1,0,1,0,1
0,1,0,0,47,0,0,0,0,0,4
1,3,1,4,12,0,0,1,0,1,4
0,0,1,2,0,0,0,1,0,0,5
