m,f
495,529
28,38
229,260
6,8
21,28
6,2
3,11
4,3
3,6
0,0
0,2
2,3
2,2
6,1
1,4
1,0
8,1
1,0
14,10
86,119
91,107
187,196
79,97
91,113
42,42
37,51
18,15
30,30
9,2
23,25
4,8
7,12
4,4
4,6
4,3
3,3
4,2
1,0
8,5
18,26
75,81
57,54
121,164
63,82
90,97
57,76
51,44
32,52
26,42
15,13
24,21
3,8
