0,1,2,3,4
822,538,253,74,22
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
20,27,5,1,1
94,55,30,8,0
38,22,12,1,1
67,34,16,6,1
1,2,1,0,0
17,7,4,3,0
47,21,22,7,0
35,17,8,1,0
58,44,21,6,1
30,17,5,1,0
8,5,1,0,0
1,1,1,1,0
10,9,3,0,0
30,26,12,2,0
3,2,2,3,0
12,5,1,1,0
139,107,42,5,1
17,11,4,2,0
21,16,6,3,1
43,28,6,5,1
41,15,10,2,0
58,29,11,4,1
46,28,15,2,0
55,30,12,2,0
43,30,12,2,0
4,2,1,2,0
5,4,1,0,0
20,7,5,0,0
22,7,7,2,1
4,2,2,1,0
7,6,3,0,0
20,9,5,0,0
39,26,5,3,0
33,29,14,2,1
44,39,19,3,2
