0,1,2,3,4
291,194,86,24,2
253,174,83,22,3
71,47,23,8,1
81,47,21,7,1
29,20,13,1,0
44,27,8,5,1
28,16,8,1,0
3,2,2,0,0
2,1,1,1,1
2,0,1,0,0
0,1,0,0,0
4,5,0,0,0
0,1,3,0,0
25,16,2,3,2
6,2,2,1,0
3,2,0,0,0
1,2,0,0,0
1,3,1,0,0
0,1,1,0,0
2,2,0,1,0
2,0,1,0,1
1,3,0,0,0
4,5,2,0,0
1,1,1,0,0
4,1,2,0,0
4,4,0,2,0
6,4,2,0,0
18,14,4,1,0
14,11,4,3,0
35,15,1,1,0
34,14,5,4,0
11,7,4,2,0
8,5,3,3,0
28,10,6,2,2
79,40,19,3,0
96,70,31,8,0
14,11,9,2,0
42,34,15,3,0
56,35,22,4,0
77,40,27,2,0
10,10,3,1,0
2,1,0,1,0
8,3,4,2,0
7,3,5,0,0
25,8,8,2,0
27,22,9,2,0
5,5,0,0,0
26,20,6,2,0
41,23,7,4,1
13,13,5,2,0
5,6,0,1,0
5,5,1,0,0
