m,f
542,599
35,34
308,280
8,13
44,44
0,3
0,2
1,1
1,0
0,0
1,0
4,5
2,4
0,0
4,3
0,2
1,5
3,8
62,61
87,98
307,334
75,67
130,150
59,72
41,26
10,10
4,3
0,1
3,2
1,3
6,3
7,3
17,15
10,14
15,17
13,14
11,9
53,47
99,120
82,90
132,170
72,71
83,87
84,70
26,43
34,44
20,29
1,8
7,12
7,3
7,3
7,4
