0,1,2,3,4,5,6,7,8,9,10
281,131,91,82,110,75,74,80,85,81,51
14,6,9,8,3,5,7,5,5,5,2
49,72,68,68,33,65,52,50,45,49,37
0,1,2,2,7,0,3,1,1,0,4
0,7,13,4,0,4,10,10,10,6,24
0,0,1,0,0,0,0,0,2,0,0
1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0
2,0,1,1,0,0,0,2,2,0,1
1,1,0,1,1,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,1,1,0,2,0
0,0,0,0,0,0,0,0,2,0,0
0,0,1,4,1,0,0,0,0,0,0
3,1,0,1,1,3,0,1,1,0,0
99,0,2,4,10,2,0,1,4,1,0
14,15,16,43,43,11,7,10,19,7,0
169,68,78,70,65,48,18,31,70,24,0
0,4,5,3,2,4,44,44,3,33,0
6,70,56,28,17,47,4,3,31,18,0
0,2,1,0,2,5,49,33,2,37,0
1,28,7,1,2,11,2,7,0,8,0
1,3,1,1,2,2,7,1,0,2,0
1,0,0,0,1,1,3,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0
0,1,0,2,0,0,0,0,2,0,0
2,0,2,0,0,0,0,0,0,0,0
0,0,1,3,0,0,1,0,1,1,2
1,0,0,2,0,0,0,2,0,0,5
4,1,1,1,0,0,1,1,0,0,23
1,0,0,0,0,1,0,0,0,0,22
2,0,0,0,0,1,0,1,1,0,27
3,0,2,2,0,0,2,0,0,1,17
4,1,0,3,0,0,0,0,0,1,11
87,1,0,5,2,0,0,0,1,4,0
156,3,4,36,6,0,0,0,7,7,0
1,18,28,45,27,1,6,0,28,18,0
9,60,60,6,54,0,10,0,66,37,0
1,2,4,40,3,13,40,0,3,37,0
3,52,40,10,30,9,2,2,20,2,0
0,34,10,4,10,34,46,6,2,8,0
0,2,1,0,1,31,1,27,2,3,1
0,0,0,0,0,29,15,34,0,0,0
0,1,0,0,1,3,2,42,0,0,0
0,0,1,2,0,1,0,4,1,0,0
0,1,3,2,1,0,0,11,0,1,0
0,1,0,2,1,0,0,5,0,1,0
0,0,1,3,0,0,0,3,1,1,1
0,0,1,1,0,0,1,0,1,0,7
