0,1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,3,2,0,1,0,1,0
2,1,1,7,2,1,0,1,1,0
8,6,7,20,14,2,7,2,2,2
23,37,35,88,87,38,32,23,11,8
4,4,6,13,16,5,11,7,2,1
17,39,29,83,70,26,35,23,2,6
9,19,18,49,54,9,19,19,8,5
15,23,22,56,64,16,29,13,8,2
2,7,7,15,18,5,9,5,2,3
2,3,8,23,16,7,12,4,2,0
1,5,8,12,14,2,6,2,2,1
1,0,1,6,0,2,2,0,1,0
6,8,12,22,24,8,13,4,1,3
1,6,1,10,6,1,2,1,0,1
0,3,2,2,2,0,0,0,0,0
1,4,5,11,7,1,4,1,0,2
0,2,4,0,2,0,0,0,0,1
0,1,2,1,2,0,2,1,0,0
0,1,0,4,0,1,0,0,0,0
0,1,1,2,1,0,2,1,0,0
1,1,0,1,1,0,0,0,0,0
0,1,0,3,0,0,0,0,0,0
0,1,1,3,3,0,3,1,1,0
0,0,0,0,2,1,1,0,0,0
0,0,0,3,4,2,0,0,0,0
0,2,1,3,1,0,1,0,0,0
0,0,1,0,1,1,0,1,0,0
0,1,2,1,1,1,0,0,0,0
0,1,3,5,1,0,1,0,1,1
14,15,18,42,37,17,12,10,6,1
8,21,22,29,24,9,14,2,1,1
6,15,9,29,17,4,11,9,1,1
1,2,1,3,3,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0
1,1,3,13,5,0,2,2,1,0
1,2,0,3,5,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0
6,6,3,18,21,8,4,2,1,3
4,3,6,14,16,5,12,5,1,0
5,6,5,23,9,3,11,2,1,0
7,13,20,46,36,13,21,5,4,1
8,17,17,27,23,8,15,10,2,1
6,6,3,23,26,3,7,6,1,2
4,12,4,20,20,4,10,5,4,1
2,5,3,9,6,0,3,1,1,0
1,6,4,11,8,5,4,2,0,1
1,4,6,13,6,4,3,3,1,0
