m,f
317,318
155,208
117,114
24,24
93,72
8,6
0,3
0,2
1,1
3,0
1,0
2,1
1,2
0,0
0,1
2,2
1,1
0,0
0,3
14,16
96,81
1,2
165,161
2,1
126,136
41,26
3,8
2,2
1,2
2,0
44,50
21,24
9,7
0,0
1,0
0,0
0,0
0,2
0,0
1,1
16,6
74,53
29,41
88,118
17,16
51,48
31,44
2,0
22,17
32,36
0,0
18,18
