0,1,2,3,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,2,1,1,0
83,52,28,9,1
85,41,23,7,2
55,33,16,11,2
128,82,33,10,1
60,32,12,3,2
202,156,64,9,0
72,49,20,5,0
26,17,7,1,1
9,7,2,1,1
31,21,8,2,0
3,3,2,0,1
6,1,3,5,0
35,17,14,4,0
47,41,14,0,2
4,2,0,0,0
3,2,0,1,0
5,3,1,0,0
9,6,2,0,0
2,1,0,0,0
11,3,0,1,0
6,3,0,0,0
2,1,1,0,0
0,1,0,0,0
3,0,1,1,0
2,0,1,0,0
1,1,0,0,0
1,4,2,0,1
4,1,1,0,0
36,18,4,2,0
30,16,10,2,0
82,41,33,7,0
52,28,12,3,1
67,40,8,4,2
44,35,14,3,1
35,19,8,7,0
17,11,2,2,0
7,5,6,0,0
52,35,8,2,0
26,18,11,1,0
51,40,11,5,1
2,5,2,1,0
12,13,3,1,0
3,0,1,0,0
8,1,2,0,0
41,26,9,2,0
117,85,42,10,0
