0,1,2,3,4
381,236,117,26,3
155,97,48,13,3
116,80,27,11,3
11,6,6,1,0
143,96,37,9,2
12,9,5,2,0
5,5,2,1,0
12,8,6,1,0
2,3,0,1,0
3,3,0,0,0
1,1,1,1,0
1,0,2,0,0
3,1,1,0,0
1,0,0,0,0
2,2,1,0,0
4,3,0,0,0
4,6,0,0,0
3,0,1,0,0
3,2,1,1,0
5,2,1,1,0
4,3,0,0,0
1,3,1,1,0
1,0,1,1,0
0,1,1,0,0
1,0,2,1,0
5,3,0,0,0
2,0,1,0,0
2,2,0,1,0
0,0,0,1,0
2,0,2,0,0
7,8,3,1,0
68,28,18,2,1
14,15,3,1,1
38,20,8,2,0
16,11,6,1,1
15,13,4,3,0
53,46,26,5,0
84,42,16,8,1
26,26,10,1,0
75,47,9,6,0
83,55,25,4,0
54,33,16,4,1
42,43,16,3,1
88,36,29,8,1
81,47,23,2,1
37,41,12,3,0
5,4,3,1,0
3,8,8,0,0
1,4,1,0,0
2,0,0,0,0
4,4,2,0,0
4,2,0,1,0
