0,1,2,3,4
799,533,243,74,22
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,6,1,1,0
52,26,16,3,2
7,9,1,0,0
49,37,14,3,0
19,10,5,0,0
18,13,6,0,0
63,48,16,4,3
55,32,27,9,0
22,30,14,1,1
16,10,7,1,0
150,105,33,11,1
8,0,5,0,0
33,13,6,3,1
106,61,36,6,1
70,41,15,7,2
9,3,2,1,0
57,41,14,4,1
85,49,15,4,2
22,20,6,1,0
1,2,0,0,0
1,1,0,0,0
6,3,0,0,0
2,1,1,0,0
1,0,0,0,0
2,1,0,1,0
2,2,1,0,0
4,0,0,0,0
3,3,1,0,0
