m,f
89,50
8,4
54,50
0,1
4,2
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,3
15,8
13,7
24,25
13,13
14,19
10,1
5,9
4,1
4,7
0,1
6,1
1,0
4,0
0,0
0,1
0,0
0,0
1,0
1,0
0,0
2,2
9,12
2,7
27,17
13,7
13,6
2,6
8,7
7,3
4,3
1,2
2,0
0,0
