0,1,2,3,4,5,6,7,8,9
42,89,80,200,197,81,94,68,32,32
7,17,22,41,62,16,28,13,8,9
13,19,30,58,52,14,36,18,12,7
7,9,5,23,15,5,10,8,2,0
0,7,7,15,8,5,6,2,3,0
4,5,5,21,22,6,10,8,5,0
0,3,2,4,3,0,1,0,0,0
2,3,6,14,8,4,5,2,2,1
0,0,0,1,0,0,0,0,0,0
0,1,0,3,3,1,1,0,0,1
0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
2,2,1,3,6,0,0,1,0,1
0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,1,0,0,0,0,0,0
0,0,3,0,0,1,1,0,1,0
6,23,21,45,43,20,21,7,7,4
4,17,12,23,36,11,13,7,2,3
13,15,25,50,40,14,20,15,5,4
12,15,12,43,39,10,17,13,6,1
5,4,10,31,31,10,15,5,5,4
13,7,6,19,18,6,14,7,4,0
9,13,14,31,32,11,18,14,2,3
2,6,6,13,10,7,3,5,0,0
3,7,6,26,16,1,3,3,4,0
1,1,4,18,9,1,1,0,2,1
3,7,4,10,9,4,3,0,2,0
1,1,3,7,8,1,4,1,0,0
7,17,6,25,23,9,23,3,3,3
3,5,6,12,15,4,3,5,2,1
0,1,2,0,2,0,0,3,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
1,6,1,18,5,2,3,3,1,0
5,18,15,28,21,9,15,5,1,0
0,0,0,2,3,0,0,1,0,2
4,3,2,10,11,1,3,4,0,1
1,0,0,1,0,1,0,0,0,0
0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
