0,1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,4,3,0,1,0,0,0
4,9,7,17,22,5,13,4,3,0
10,8,8,21,26,8,14,6,5,1
11,14,21,44,35,13,16,13,6,3
11,14,14,39,37,9,18,9,1,2
17,37,38,79,80,33,29,20,12,8
11,26,22,55,64,21,31,19,10,6
8,18,12,35,28,9,18,13,2,3
8,12,11,37,19,11,13,6,2,0
5,14,7,25,19,8,13,8,1,3
4,2,2,8,7,4,1,6,3,3
2,6,4,8,12,1,8,2,1,0
0,2,1,3,2,3,3,1,0,0
0,0,1,4,1,0,0,0,0,0
1,2,4,15,4,1,6,1,2,0
2,3,2,4,3,3,2,0,2,0
0,1,0,1,1,0,0,0,0,0
1,0,1,1,2,0,1,0,0,0
0,0,1,0,1,0,1,2,0,0
1,1,0,3,3,0,2,1,0,0
0,0,0,2,0,0,0,0,0,0
0,1,2,0,1,0,0,0,0,2
1,1,3,3,0,1,0,1,0,0
0,1,0,0,1,1,4,0,0,0
1,0,1,0,2,0,0,0,0,0
0,3,0,4,2,0,2,3,0,0
1,0,2,2,3,0,1,0,0,0
0,1,0,0,2,1,0,0,0,0
0,1,0,6,2,1,2,1,0,0
0,1,0,2,0,2,0,0,0,0
0,0,0,1,2,0,3,0,0,0
1,0,0,2,1,1,0,0,0,0
2,2,0,5,2,2,1,1,0,0
7,7,3,21,17,5,6,2,1,0
0,3,9,13,18,2,5,4,0,1
3,5,3,17,11,3,4,2,0,0
4,3,4,8,10,3,4,5,0,1
0,0,3,4,2,2,1,2,1,0
1,5,6,6,10,3,8,1,1,0
8,8,13,28,25,10,11,8,3,0
5,3,3,8,8,4,6,2,1,0
6,5,8,15,14,3,10,2,0,1
17,31,26,56,54,20,26,12,6,2
10,23,24,58,36,16,20,11,4,2
2,8,4,14,10,3,8,4,1,0
5,5,11,23,19,4,7,6,4,1
2,12,7,20,13,6,14,6,0,2
1,3,7,5,6,2,2,3,0,1
