0,1,2,3,4
11,7,3,0,0
30,30,9,6,1
14,16,8,3,0
4,7,0,0,1
10,5,3,1,0
3,3,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3,6,2,1,0
6,7,1,0,0
9,5,6,0,0
6,4,4,1,0
14,5,4,3,0
3,2,2,0,0
6,5,6,0,1
1,0,1,0,0
5,0,2,0,0
0,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,2,0,1,0
4,0,1,0,0
3,6,1,1,0
14,6,2,1,0
12,6,2,0,0
8,5,3,0,0
2,2,2,0,0
3,2,1,0,0
2,3,1,0,0
1,1,1,0,0
0,1,2,0,0
1,4,0,1,0
4,2,1,0,0
3,0,1,0,0
