0,1,2,3,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
41,28,12,1,1
137,108,56,9,2
39,29,7,5,0
8,11,2,1,0
49,20,10,1,0
89,52,16,5,3
60,40,16,7,1
49,29,10,2,1
123,93,46,15,1
45,25,16,4,0
33,18,14,5,1
34,16,7,5,1
58,33,22,4,2
51,23,5,2,0
1,1,0,0,0
3,0,0,0,0
4,1,0,0,0
0,1,0,0,0
2,2,1,0,0
2,0,1,0,0
4,2,0,0,0
2,3,0,0,0
6,3,1,0,0
1,1,0,0,0
3,3,1,1,0
1,3,0,0,0
8,4,2,1,0
13,14,3,0,0
21,27,13,1,0
69,51,31,4,2
16,14,5,1,0
11,5,1,0,0
36,24,9,1,0
4,3,2,1,0
5,2,3,0,0
0,5,1,0,0
15,11,7,2,0
26,24,11,2,0
47,28,8,2,1
27,14,6,1,0
67,39,13,4,0
46,38,10,2,2
72,38,19,4,1
58,36,24,6,0
104,69,20,5,1
44,25,7,12,0
8,4,5,0,0
45,22,18,2,1
