0,1,2,3,4,5,6,7,8,9
82,150,155,391,349,129,190,120,59,47
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,4,0,7,8,0,3,2,3,0
52,105,90,241,216,70,98,64,21,21
35,50,50,122,120,42,51,34,17,10
0,5,6,27,15,2,6,3,6,2
2,3,3,5,9,3,3,2,2,0
1,1,3,1,3,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,1,0,1,0
0,0,1,0,1,0,0,0,1,0
0,1,0,2,1,1,1,1,0,0
1,0,2,2,0,0,0,1,0,0
0,2,0,1,2,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0
0,1,0,2,1,0,1,1,0,0
0,1,1,0,0,1,1,1,0,0
0,2,0,1,2,0,1,0,0,0
0,1,1,1,0,0,1,0,0,1
0,0,0,0,0,0,1,0,0,0
0,1,0,1,2,1,3,0,0,0
1,6,4,17,13,1,6,3,2,2
16,40,32,72,77,18,28,17,5,4
34,58,45,117,114,41,41,24,6,4
13,22,19,61,51,18,21,13,5,0
8,17,13,51,26,10,8,11,9,1
8,12,12,35,33,6,17,2,1,1
1,3,2,3,4,2,0,1,1,0
4,2,6,5,8,2,5,0,2,1
4,2,6,10,15,4,5,5,0,0
2,5,7,18,10,0,9,2,2,0
0,0,0,1,0,1,1,0,1,0
0,1,3,2,2,1,2,0,0,0
0,0,0,1,0,0,0,0,0,0
0,0,0,0,2,2,0,1,0,1
0,1,1,3,2,1,3,0,0,0
