m,f
813,859
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
14,15
472,506
244,287
33,39
16,16
6,7
0,0
2,2
2,1
2,5
3,3
1,4
0,1
0,2
4,2
2,3
4,2
3,2
1,0
6,2
29,26
132,177
239,245
101,122
65,89
56,71
8,9
18,17
27,24
29,26
3,1
5,6
0,1
2,4
3,8
