m,f
14,8
30,33
27,14
9,5
9,17
0,0
3,11
10,4
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
3,4
1,3
0,0
5,3
5,4
5,4
1,2
6,4
4,3
1,0
4,3
3,12
2,1
7,5
2,3
13,6
8,6
1,4
3,0
4,5
4,2
1,0
10,10
1,0
4,3
0,0
