0,1,2,3,4
405,277,143,38,8
175,109,64,19,7
32,18,8,2,0
5,3,2,1,0
159,104,29,13,5
23,17,6,1,1
1,0,0,0,0
21,10,1,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3,6,1,1,0
0,0,0,0,0
57,29,18,3,0
41,17,11,3,1
5,2,0,0,0
6,4,2,1,0
53,32,17,5,0
74,47,25,6,2
85,57,21,9,0
35,22,12,4,0
7,7,4,0,0
6,2,2,0,0
37,28,13,2,0
8,2,1,0,1
2,1,0,0,0
54,33,15,3,0
2,2,0,0,0
121,94,41,9,2
26,17,5,1,0
13,13,3,1,0
5,8,4,1,0
36,21,8,1,0
116,69,32,11,1
47,17,5,1,0
33,21,2,4,1
10,8,5,0,0
31,16,10,2,0
30,15,7,3,1
11,11,6,0,0
3,1,0,0,0
12,5,1,1,0
26,9,10,1,0
34,21,9,2,1
40,26,7,3,0
