m,f
18,22
82,51
14,12
1,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
13,10
31,23
29,9
5,4
6,8
4,0
2,0
1,1
5,2
11,4
2,1
0,0
0,0
0,0
0,1
0,0
2,2
2,3
16,10
12,12
3,12
11,7
12,7
0,4
1,1
1,0
1,2
5,0
7,2
1,1
0,0
0,1
0,0
0,0
