m,f
4,4
24,20
6,8
9,3
19,18
4,0
11,6
14,17
0,0
4,3
2,1
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,2
5,2
0,2
2,0
0,0
0,0
0,1
3,2
1,0
2,5
1,2
3,4
6,9
4,3
0,2
3,2
7,1
0,2
6,3
5,7
4,7
2,1
1,0
0,0
0,0
0,0
0,0
0,0
1,0
1,2
4,1
10,2
6,3
2,3
