0,1,2,3,4,5,6,7,8,9,10
7,169,3,0,90,1,0,1,0,87,49
290,23,99,85,40,74,0,3,98,33,51
0,0,62,54,0,57,69,89,28,0,11
1,0,0,6,2,0,60,0,0,0,0
6,0,0,0,0,0,0,1,0,3,0
0,0,0,0,0,5,4,32,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15,22
0,1,0,0,0,0,0,7,0,0,0
0,5,0,0,0,1,0,0,0,0,49
0,57,0,2,0,9,0,39,0,0,0
0,1,0,18,2,0,4,0,0,0,0
0,2,2,0,0,1,29,0,0,0,0
0,2,0,2,9,0,0,47,0,0,24
0,4,35,85,0,1,1,0,0,53,0
0,1,83,34,34,1,0,29,0,50,3
0,90,45,0,0,30,64,4,0,1,1
0,19,0,1,0,0,30,1,9,6,0
0,1,6,0,38,62,0,0,32,1,0
0,0,0,5,55,0,4,0,0,0,0
1,0,0,0,4,0,0,1,61,0,0
0,0,1,0,0,19,1,0,30,0,0
69,0,0,0,0,1,0,0,0,0,0
214,0,0,1,2,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,0,1,0,0
0,1,1,0,0,0,0,0,1,0,0
0,0,0,3,0,2,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0
