0,1,2,3,4
346,247,104,24,8
245,154,62,13,1
79,46,19,9,3
84,45,23,7,3
5,9,3,1,0
7,4,3,0,0
3,3,3,1,0
1,1,1,0,0
5,10,2,1,0
3,2,4,0,0
0,0,0,0,0
1,0,0,0,0
3,4,0,0,0
3,4,3,0,0
3,2,1,0,0
5,3,0,1,0
5,5,0,0,0
13,8,0,1,0
69,48,15,3,0
103,74,22,4,1
109,56,24,6,2
71,45,25,5,1
75,40,19,4,0
61,35,19,5,1
17,7,3,1,0
4,1,0,1,0
3,6,1,0,0
3,4,1,1,0
8,0,0,0,0
2,1,2,0,0
1,4,1,1,0
5,2,0,1,0
39,18,16,3,0
3,7,3,0,0
4,3,1,0,0
12,6,1,0,0
34,21,3,1,0
44,35,11,3,0
46,21,17,2,1
101,62,20,9,0
126,61,29,3,0
55,35,16,2,1
48,15,16,4,0
14,11,6,1,0
24,20,9,1,1
3,4,1,0,0
9,10,3,0,0
6,4,0,0,0
5,4,2,1,0
2,1,2,1,0
4,6,1,0,0
1,0,1,0,0
