0,1,2,3,4,5,6,7,8,9,10
297,2,128,104,92,89,3,106,89,0,58
4,0,34,40,39,3,0,23,2,0,42
0,1,2,1,5,0,1,1,1,1,3
0,145,0,0,0,38,101,0,35,1,0
0,1,0,0,0,0,0,0,0,0,0
0,37,0,0,0,1,24,0,0,0,0
0,10,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,82,0
0,0,0,0,0,0,0,0,0,0,0
0,0,4,7,1,0,0,0,0,0,0
0,0,56,33,8,0,0,0,0,2,0
0,0,79,71,42,0,0,0,0,0,0
0,0,0,39,65,0,0,0,0,1,0
0,0,20,3,23,4,0,0,3,0,6
0,0,1,1,1,35,1,0,32,0,16
0,0,0,0,0,1,19,0,0,32,0
0,24,1,0,0,56,34,0,61,0,44
0,2,0,0,1,0,39,0,0,2,0
0,105,0,1,0,32,34,0,23,0,34
0,2,0,1,0,9,0,0,11,0,12
0,0,0,2,0,0,3,0,0,0,0
0,52,0,1,0,0,0,0,1,0,2
0,5,0,0,0,0,0,0,1,0,1
0,1,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,0
0,0,0,6,0,0,0,0,0,0,1
0,0,0,34,2,0,0,0,0,0,1
0,0,0,69,12,0,0,0,0,0,0
0,0,1,27,42,0,0,0,0,0,0
0,0,3,7,51,0,0,0,0,0,0
0,0,18,1,18,0,0,0,0,0,0
0,0,66,0,3,0,1,0,0,0,0
0,0,45,1,3,2,3,0,0,0,2
0,0,14,1,1,10,9,0,7,0,10
0,0,4,1,0,42,22,0,28,0,22
0,0,0,2,0,1,56,0,1,0,0
0,6,1,0,0,37,21,0,48,0,59
0,0,0,0,0,22,0,0,29,0,14
0,55,1,3,0,12,10,0,0,0,0
0,79,0,3,0,1,2,0,11,0,4
0,29,0,0,0,0,0,0,1,0,1
0,1,0,3,0,0,0,0,0,0,1
0,0,1,7,0,0,0,0,0,0,1
0,1,0,28,0,1,0,0,1,0,0
