m,f
825,863
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4,4
41,42
5,4
34,26
20,20
110,123
17,19
1,5
12,14
71,68
12,15
41,64
97,105
23,19
44,50
23,49
20,14
4,4
43,41
63,64
43,43
36,39
4,8
25,21
4,5
14,23
