m,f
53,35
53,31
16,14
6,8
14,10
2,6
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
5,9
12,10
4,6
4,5
7,17
7,2
14,4
3,4
6,3
0,0
7,7
1,2
0,0
0,0
0,0
0,1
0,0
1,0
4,5
10,6
3,2
0,1
1,4
4,1
3,3
7,4
7,4
8,4
7,9
6,5
2,1
2,0
0,2
10,4
