m,f
627,652
0,5
166,178
0,1
18,21
0,0
2,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
22,25
147,189
108,126
211,204
85,89
77,96
35,32
25,41
19,16
35,39
1,2
25,18
0,1
3,6
0,2
0,2
2,3
2,0
3,0
2,0
1,8
32,39
118,134
84,81
133,154
59,71
84,99
55,79
59,46
35,34
21,37
9,9
22,18
3,8
