0,1,2,3,4
805,519,249,75,20
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,1,0,0,0
26,13,7,3,0
141,79,52,10,1
57,28,6,4,1
5,2,3,0,0
90,55,14,7,1
160,121,49,15,2
70,49,10,4,2
15,5,2,1,0
1,0,1,0,0
0,0,0,0,0
1,0,0,0,1
1,0,0,0,0
2,0,0,0,0
2,2,0,0,0
1,3,0,0,0
1,0,0,0,0
2,0,0,0,0
7,1,0,0,1
9,3,1,0,0
25,8,5,2,0
11,12,8,2,0
36,19,8,1,2
84,41,24,5,2
40,19,6,3,0
45,30,13,4,0
32,22,8,1,0
11,5,1,1,0
36,26,2,4,0
74,41,15,2,0
44,40,8,2,0
42,19,7,1,0
9,11,5,1,0
29,21,6,1,0
26,17,9,2,0
