m,f
289,296
189,209
319,323
66,61
11,12
48,48
20,33
4,5
7,4
3,3
6,1
9,2
0,4
3,4
3,4
4,3
1,2
6,4
3,6
2,0
0,0
2,5
4,6
0,2
6,5
8,10
13,18
20,24
14,9
20,31
39,40
100,99
44,49
58,69
163,160
161,144
14,17
72,88
48,48
43,57
20,22
4,8
6,2
9,6
18,16
6,6
3,6
1,0
4,2
8,10
1,3
0,1
