m,f
21,20
94,70
19,17
3,2
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,3
15,9
39,28
34,15
7,6
6,11
5,2
3,0
1,2
5,3
17,5
3,1
0,0
0,0
0,0
0,1
0,0
2,1
5,6
16,9
19,15
5,14
13,12
16,9
2,5
1,1
0,0
3,2
6,0
9,3
1,1
0,0
0,1
0,0
0,0
