0,1,2,3,4
10,6,5,2,0
26,16,16,5,2
33,23,11,9,5
6,5,2,0,0
4,6,6,2,0
1,1,1,0,0
12,6,4,3,0
0,1,0,1,0
7,6,1,1,0
2,1,0,0,0
0,0,0,1,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,0
1,0,0,0,0
2,0,0,0,0
1,5,4,0,3
13,12,6,1,1
11,14,2,5,1
3,1,0,0,0
1,4,0,0,0
5,4,0,0,0
1,0,0,0,0
3,2,3,1,0
0,0,0,0,0
4,2,1,1,1
1,2,0,0,0
7,8,4,2,0
0,1,0,0,1
0,0,0,0,0
3,5,2,0,0
1,1,0,0,0
0,1,0,1,0
0,0,0,0,0
4,1,1,0,0
1,1,2,1,0
4,1,1,0,0
2,1,1,0,0
4,4,0,0,0
0,1,0,1,0
2,0,1,2,0
1,1,0,1,0
1,0,0,0,0
0,1,1,0,0
0,0,1,0,0
