0,1,2,3,4,5,6,7,8,9,10
299,195,160,152,132,134,125,126,125,122,108
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,0,0,0,0,0,0
0,0,0,0,10,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,76,0,0,0,0,0,0
0,8,0,0,40,0,0,0,0,0,0
0,6,0,0,1,0,0,0,0,10,0
0,5,11,0,0,0,0,11,0,54,0
0,112,4,0,2,0,0,79,0,52,0
0,53,91,0,1,0,0,34,0,2,0
0,1,52,0,1,0,0,3,16,0,0
0,0,2,0,3,0,11,2,3,0,0
0,0,0,0,0,0,73,3,57,0,0
0,0,0,0,0,0,4,2,5,0,0
0,0,2,0,0,0,4,2,2,0,0
0,0,0,0,1,0,37,2,42,0,0
0,4,0,8,0,14,2,0,6,0,0
0,0,0,3,0,59,1,0,0,0,0
0,1,0,62,0,56,0,0,0,0,0
49,1,0,53,0,2,0,0,3,0,0
6,1,0,0,0,0,1,0,0,0,0
14,0,0,9,0,0,1,0,0,1,0
3,0,0,5,0,0,1,1,0,0,7
9,0,0,3,0,0,0,0,0,2,34
208,0,4,4,0,0,0,0,0,1,48
6,0,2,0,0,0,0,0,0,0,18
0,0,0,3,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0
0,1,0,3,0,0,0,0,0,0,0
0,2,0,3,0,0,1,1,0,0,0
2,0,0,0,0,0,0,1,3,0,0
0,0,1,0,0,1,0,0,0,0,0
0,0,1,0,0,1,0,2,0,0,2
