m,f
256,306
122,143
164,149
264,256
55,61
41,34
31,27
13,5
6,4
3,1
3,6
1,0
0,2
1,1
4,6
2,5
3,1
5,4
2,3
6,4
6,3
1,0
3,2
3,7
4,2
0,1
3,4
3,3
2,2
2,3
20,11
27,41
8,8
19,24
27,24
85,84
81,97
83,94
153,170
131,114
53,62
19,25
36,37
4,11
8,7
30,25
72,88
17,25
10,5
3,4
5,4
3,2
