0,1,2,3,4
237,158,70,21,4
116,70,41,11,7
128,75,34,12,2
276,201,91,28,6
57,37,18,5,3
77,49,24,4,1
24,21,7,3,0
2,4,0,0,1
4,5,0,0,0
5,7,0,1,0
2,2,1,0,0
0,1,0,0,0
3,4,0,0,1
0,1,1,0,0
0,0,0,0,0
2,0,0,1,0
5,1,1,1,0
2,0,1,0,0
0,0,0,0,0
5,0,2,0,0
3,4,1,1,0
6,1,0,1,0
2,2,1,0,0
2,0,0,1,0
2,1,0,0,0
1,0,0,0,0
11,6,0,1,0
22,19,5,3,0
27,18,5,1,1
80,63,22,10,2
72,48,22,4,2
9,5,6,0,0
37,21,15,5,0
39,17,7,0,0
59,37,23,8,1
53,32,19,9,0
21,18,4,1,3
40,25,9,4,0
33,20,17,4,1
84,58,20,10,0
67,50,20,3,1
64,38,14,2,0
30,19,5,0,0
14,15,5,1,0
19,13,12,1,0
65,30,12,5,3
6,5,1,0,0
5,7,0,1,0
3,3,3,0,0
14,15,6,0,1
6,9,4,1,0
7,2,1,0,0
