0,1,2,3,4,5,6,7,8,9
1,0,0,6,2,3,2,6,0,3
0,2,3,6,10,5,8,4,4,5
1,4,3,14,12,4,10,21,6,8
1,1,2,9,6,4,5,4,2,4
1,1,1,2,2,3,3,1,1,0
0,1,1,2,0,2,1,0,2,0
1,0,0,4,1,0,1,4,3,1
0,2,0,2,2,3,1,0,2,3
0,0,0,1,0,1,0,1,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
0,0,1,1,1,2,1,0,4,2
1,1,0,3,0,0,0,0,0,0
0,1,0,0,0,1,3,0,1,1
1,0,0,5,4,2,4,2,4,2
0,2,4,7,8,1,2,1,1,3
0,0,2,1,3,2,2,4,0,2
0,1,1,3,0,1,4,1,1,1
1,1,0,2,0,3,2,3,1,1
0,0,1,0,0,1,0,0,0,1
0,0,0,1,0,1,1,1,1,0
1,0,1,2,0,1,1,0,0,0
0,0,0,0,0,1,2,2,1,0
0,0,0,1,0,0,0,0,0,0
0,0,0,0,5,0,2,2,2,0
0,1,0,0,1,0,1,0,0,1
1,3,2,6,5,1,9,2,0,2
1,0,2,3,2,2,2,3,0,3
0,1,0,4,1,0,2,0,1,3
1,0,1,2,1,0,0,0,0,0
0,0,1,1,1,0,0,3,0,0
0,0,0,1,0,0,1,0,0,0
0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
