0,1,2,3,4
12,14,10,7,1
36,34,20,13,5
24,14,9,2,2
11,12,7,2,4
1,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,0,1,0,0
7,5,7,2,0
10,7,10,2,0
21,11,3,3,1
5,6,3,3,0
2,4,3,1,0
8,6,0,0,0
3,3,4,1,0
0,1,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,1,1
1,1,0,0,0
1,2,0,0,0
4,4,5,3,0
9,11,5,0,1
16,8,5,1,0
7,6,0,3,1
9,2,1,2,0
4,2,2,0,0
1,4,1,0,0
2,2,1,0,0
1,3,1,0,0
1,1,1,0,0
2,2,1,0,0
1,0,0,0,0
0,1,0,0,0
0,0,1,0,0
0,0,0,0,0
