0,1,2,3,4,5,6,7,8,9
1,2,3,4,1,2,6,4,6,1
0,2,7,15,20,6,15,11,6,10
3,1,0,4,8,6,3,5,1,2
0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,1
0,1,2,1,3,1,3,2,1,3
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0
1,0,0,4,2,0,2,2,2,0
4,2,1,6,7,5,3,4,4,3
1,2,3,5,9,1,6,4,2,5
1,1,1,4,5,2,1,4,6,3
0,0,1,2,7,3,6,4,0,4
0,1,1,1,1,0,0,3,0,0
1,1,2,0,1,1,4,2,0,0
1,0,2,2,0,0,4,1,0,1
0,0,0,0,2,1,1,1,0,1
0,0,0,1,0,1,0,0,0,0
1,1,0,0,1,1,0,0,0,0
0,0,1,3,1,1,1,1,2,0
0,0,0,1,3,0,0,1,0,0
0,0,0,2,0,0,0,1,0,0
0,0,0,1,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,1
0,0,0,2,1,0,1,1,3,0
0,0,1,1,2,1,0,0,0,0
0,0,0,2,0,1,2,0,0,0
0,0,1,5,2,1,1,0,1,1
0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,0,2,0,0,1
0,0,1,3,1,0,3,2,0,0
0,0,0,0,0,1,1,1,0,0
0,0,0,1,1,0,0,1,0,1
0,1,1,0,2,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,0,2,0,1,0
0,0,1,1,3,1,1,0,0,0
0,0,3,3,2,4,1,2,0,1
1,1,3,2,1,3,1,4,1,1
