0,1,2,3,4
457,320,139,30,5
201,121,55,16,5
100,69,29,7,1
23,10,7,2,0
26,25,9,4,1
10,3,1,1,1
2,0,0,1,0
1,0,1,0,0
6,3,2,1,0
2,3,1,0,1
4,2,1,0,0
4,1,0,0,0
0,0,1,0,0
0,0,0,0,0
1,0,0,0,0
3,2,2,0,0
1,1,0,0,0
2,0,3,0,0
2,3,1,0,0
7,0,2,0,0
4,0,2,0,0
19,15,4,0,0
46,38,11,2,1
6,4,1,0,0
26,14,1,1,0
15,8,3,1,0
2,3,1,0,0
29,23,4,3,0
20,12,6,1,0
43,28,18,0,1
5,5,2,0,0
72,56,18,3,1
7,4,2,1,0
63,38,23,4,0
5,3,5,0,0
43,31,13,3,0
15,10,6,0,0
71,53,26,5,0
23,14,4,1,0
46,37,13,4,1
37,25,8,4,1
23,6,7,2,0
22,12,5,1,0
50,31,13,1,0
79,34,19,8,0
8,6,5,2,0
8,3,1,0,0
6,3,2,0,0
11,8,4,0,1
3,2,1,0,0
10,4,2,0,0
5,2,1,0,0
