0,1,2,3,4
817,531,249,75,22
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3,2,2,0,0
2,0,0,0,0
73,34,20,5,1
7,10,2,1,0
29,16,8,2,0
2,0,1,0,0
67,32,12,7,1
31,17,11,4,0
35,27,11,5,1
38,31,9,2,0
60,50,21,3,0
15,8,4,1,0
130,97,46,12,1
84,59,17,5,0
94,65,26,7,2
32,7,9,2,0
55,32,15,3,0
51,47,28,4,3
10,7,3,0,0
3,3,0,0,0
1,1,2,0,0
2,2,0,0,0
3,0,2,0,0
2,1,0,0,0
4,1,3,0,0
2,0,2,0,0
1,2,1,0,0
4,0,0,0,0
0,0,0,0,0
1,1,2,0,0
1,1,0,0,0
