0,1,2,3,4
303,201,96,22,6
335,229,120,33,7
100,61,29,10,5
92,53,24,13,2
39,32,9,2,1
5,4,4,0,1
41,19,2,4,2
5,7,3,1,0
1,1,0,0,0
5,4,0,0,0
2,1,1,0,0
1,1,0,0,0
1,1,1,0,0
6,3,0,1,0
4,3,1,0,0
1,0,0,0,0
2,1,0,0,0
1,3,0,0,0
7,1,1,0,0
5,2,0,1,0
1,3,1,1,0
0,0,0,0,0
9,8,0,0,0
76,49,29,5,0
84,57,30,2,0
6,3,2,1,0
16,2,5,0,0
56,26,14,2,0
34,20,6,3,0
38,27,5,5,0
35,22,3,6,0
25,14,12,2,0
5,6,0,0,0
19,12,3,2,0
34,17,8,0,0
47,30,13,2,1
60,33,11,2,1
54,38,21,6,0
19,17,8,1,1
5,5,1,1,0
23,9,7,0,1
28,22,6,1,0
21,11,7,1,1
19,8,3,0,0
5,2,0,0,0
13,6,0,2,0
7,5,2,0,0
13,19,2,0,1
24,20,11,4,0
31,19,12,4,0
33,18,10,2,0
86,48,26,9,2
