0,1,2,3,4
7,5,6,2,2
43,31,21,5,3
10,5,6,3,0
25,14,12,3,6
15,4,1,1,1
6,4,1,1,3
3,1,1,0,1
0,0,0,0,0
0,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
0,2,2,0,0
9,2,5,1,0
2,3,0,1,0
4,2,1,1,0
12,6,6,4,1
3,4,3,1,0
3,3,0,0,0
8,3,2,1,0
2,2,0,0,0
10,6,3,2,0
2,7,2,5,0
1,1,2,0,0
9,1,4,3,1
7,3,1,0,0
0,0,0,0,0
1,0,0,0,0
1,1,1,0,0
3,2,3,1,0
3,2,0,0,0
1,2,2,0,0
0,0,0,0,0
2,1,0,0,1
6,4,3,1,2
4,6,0,1,0
2,1,0,0,0
0,3,0,0,0
