m,f
0,0
0,0
0,0
0,0
1,0
18,18
82,82
136,161
139,138
82,74
60,54
6,14
20,33
21,25
19,14
134,135
37,42
3,2
42,44
19,21
1,3
7,6
6,9
2,1
0,2
1,1
2,3
2,0
1,0
4,2
0,7
2,3
2,7
3,4
5,7
22,17
31,17
61,84
70,71
31,22
53,66
9,9
25,33
18,21
31,32
3,6
14,28
77,81
12,14
42,33
15,18
6,4
