0,1,2,3,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3,2,1,0,1
70,42,18,3,0
37,22,16,5,1
56,36,18,3,1
91,51,18,4,0
86,50,20,7,2
114,81,33,8,2
62,51,22,6,2
17,12,7,3,0
157,111,48,9,3
19,11,4,0,0
65,26,13,2,0
19,13,10,5,0
3,5,0,1,0
8,3,1,0,1
33,14,6,1,1
2,0,1,0,0
1,1,1,0,0
0,2,1,0,0
4,6,0,0,0
4,1,0,0,0
0,2,1,0,0
1,1,0,0,0
1,1,0,0,1
0,1,0,0,0
3,2,1,1,0
4,1,1,0,0
0,0,0,0,0
2,1,0,0,0
0,0,1,0,0
3,0,1,0,0
2,3,0,0,0
5,1,1,0,0
1,3,3,1,0
40,20,7,4,0
48,26,15,1,0
44,24,5,2,0
22,10,4,0,0
37,25,6,1,0
75,47,15,5,0
1,3,0,0,0
13,11,8,0,0
3,2,1,0,0
19,9,0,2,0
48,27,15,1,0
28,33,8,1,0
26,16,10,3,1
40,18,11,4,1
