m,f
383,434
161,177
117,124
94,85
12,11
11,15
18,23
14,21
4,4
1,1
1,2
2,4
3,1
4,2
1,6
2,0
2,4
4,3
4,4
23,21
38,71
89,87
55,67
40,55
53,52
42,49
21,18
21,30
10,14
22,29
2,7
56,60
2,2
12,7
0,2
4,4
6,2
6,1
4,8
14,15
37,42
43,36
38,46
71,93
32,47
62,87
39,43
41,60
32,45
7,13
28,34
105,85
