0,1,2,3,4
803,541,242,82,23
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,1,0,0
37,25,8,2,1
59,40,12,4,1
67,49,14,5,0
95,63,29,4,2
48,34,11,6,0
55,31,16,8,0
30,17,2,2,0
14,3,2,2,0
2,1,1,0,0
2,0,1,0,0
2,0,0,0,0
0,0,1,0,0
1,1,0,0,0
3,0,0,0,0
16,7,7,0,0
87,36,16,6,1
15,14,4,0,0
0,0,0,0,0
29,17,13,0,0
20,12,5,1,0
5,11,2,0,0
133,105,49,9,2
37,34,14,3,0
6,5,2,0,0
52,31,7,3,0
47,42,16,3,0
19,16,6,1,0
19,6,2,1,0
100,68,22,12,1
26,9,5,1,1
44,36,15,4,0
1,1,0,0,0
