m,f
92,111
277,252
137,143
63,60
84,89
121,124
4,3
1,2
25,20
1,0
3,0
2,1
2,1
0,2
0,1
0,1
1,1
1,0
1,0
0,0
4,2
13,30
35,31
17,19
2,1
16,22
85,80
80,107
61,56
11,9
141,140
1,2
74,79
43,50
1,1
2,4
3,1
1,0
1,1
2,1
0,0
2,1
4,5
11,23
36,43
20,28
14,10
81,98
48,49
18,16
24,26
17,15
