m,f
33,23
9,17
47,26
13,5
20,5
0,1
7,9
11,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
1,4
0,0
8,8
19,8
11,10
3,7
12,9
5,5
18,15
3,9
12,9
0,1
11,8
5,5
0,1
6,5
9,5
3,0
1,0
0,0
1,2
0,1
0,0
