0,1,2,3,4,5,6,7,8,9,10
42,136,90,62,63,51,81,19,19,67,14
227,10,7,2,57,6,3,45,1,47,23
37,6,4,11,2,1,36,5,51,2,57
1,3,51,56,2,3,11,56,53,5,1
1,41,2,0,8,58,1,4,1,0,3
0,0,0,9,0,1,0,0,1,0,10
0,0,2,2,1,1,0,1,3,0,2
0,1,2,1,0,9,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
1,0,2,3,0,1,0,0,0,0,2
0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
1,0,0,2,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,2,0
2,1,1,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,1
0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,1,1,1,0,0,2
0,0,0,1,0,1,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0
0,0,1,3,0,0,1,0,0,0,0
0,0,1,1,1,0,3,1,0,1,3
0,0,2,2,0,0,9,1,1,4,0
0,0,2,26,1,0,40,0,4,1,1
0,0,1,1,0,0,4,1,28,2,4
0,0,0,3,1,0,5,3,57,20,1
0,0,0,59,1,3,3,37,2,55,15
2,0,0,41,5,1,42,2,3,25,2
32,1,1,3,2,1,13,53,20,0,46
148,0,9,1,0,0,1,22,4,4,1
91,0,62,1,0,0,0,2,0,0,0
0,0,61,0,0,0,0,0,1,1,0
1,0,4,1,1,0,0,0,0,0,22
0,5,5,2,0,7,0,1,0,2,8
0,50,2,1,1,31,1,1,0,0,0
0,57,0,1,31,62,0,0,0,0,2
0,55,1,0,6,15,0,1,0,0,0
0,10,2,1,1,1,0,0,0,0,1
0,0,3,2,4,0,1,0,0,1,1
0,0,1,2,53,1,0,0,1,3,2
2,0,1,0,17,0,1,0,0,0,0
1,2,0,1,5,1,0,0,0,0,1
0,1,1,3,0,1,1,0,0,0,0
