0,1,2,3,4
275,185,91,26,9
246,172,65,23,6
44,18,10,4,0
219,154,79,20,2
61,40,15,4,2
60,35,25,7,4
6,6,0,3,0
3,1,3,0,0
3,4,1,0,0
4,2,1,0,0
3,1,1,1,0
2,0,1,1,0
4,0,0,1,0
0,2,0,0,0
2,0,0,0,0
4,5,0,0,0
3,4,3,0,0
5,2,0,0,0
34,15,5,0,0
85,65,21,12,1
79,51,11,6,1
68,53,19,7,1
57,34,19,4,0
46,29,17,3,1
72,25,17,4,1
12,11,8,1,0
5,6,3,0,0
6,5,1,1,0
1,1,0,0,0
6,0,0,0,0
2,1,0,1,0
2,4,0,0,0
13,10,5,1,0
18,23,8,0,0
21,11,5,2,0
19,22,9,1,0
39,22,11,3,2
3,2,1,1,0
8,8,3,1,0
50,41,12,2,0
87,46,12,6,0
91,53,20,7,0
47,30,14,3,0
45,21,10,2,0
51,29,12,1,1
38,19,18,4,0
26,12,8,5,0
29,19,10,4,0
15,5,5,1,0
1,0,0,1,0
7,4,2,0,0
7,2,1,0,0
