0,1,2,3,4
12,5,7,1,0
29,20,14,4,1
5,9,3,1,1
8,6,4,1,0
10,12,7,3,0
7,0,3,1,0
0,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,0
0,0,0,0,0
0,1,0,0,0
0,0,0,0,0
0,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3,2,2,0,0
8,7,3,1,0
12,7,3,6,0
8,5,3,1,0
4,8,1,0,1
5,10,3,1,1
9,1,1,0,0
1,1,1,0,0
2,0,1,2,0
0,1,1,1,0
0,2,1,0,0
0,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,0,0,0,0
5,2,1,0,0
6,8,3,0,0
3,6,0,0,0
5,5,1,0,0
4,7,0,0,0
10,3,2,1,1
1,6,1,0,0
7,1,0,0,0
2,6,1,0,0
2,2,1,1,0
2,2,0,1,0
0,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1,0,0
