m,f
447,440
211,239
79,88
42,45
5,5
1,1
4,6
3,1
5,0
4,3
2,6
0,4
2,2
39,56
1,2
1,2
2,1
9,3
18,22
62,61
60,73
72,65
52,70
59,72
70,67
30,36
15,23
5,4
25,33
33,33
2,5
6,11
2,3
2,5
1,0
8,4
0,3
9,4
12,13
29,40
44,48
79,87
68,76
27,38
46,64
77,92
35,41
20,15
15,10
3,3
4,4
7,4
