0,1,2,3,4
110,82,40,12,4
169,117,50,17,5
73,48,16,10,3
190,142,75,15,6
7,5,6,2,1
112,61,36,11,1
2,1,0,1,0
89,58,19,8,1
1,2,0,0,0
22,3,5,1,1
0,0,0,0,0
1,0,1,0,0
0,0,0,0,0
1,1,0,0,0
0,0,0,0,0
1,0,0,0,0
0,0,0,0,0
1,0,0,0,0
1,3,0,0,0
8,9,2,2,1
29,18,4,1,0
23,13,4,3,0
25,23,4,1,0
16,10,6,0,0
37,32,14,3,1
16,11,6,4,0
36,19,16,5,0
1,5,0,0,0
59,30,17,7,2
0,3,0,0,0
137,81,39,10,1
3,3,0,0,0
146,79,36,9,0
29,20,16,2,0
1,1,0,0,0
33,20,8,1,0
7,6,1,0,0
5,9,0,0,0
20,12,3,1,1
24,14,7,3,0
10,3,0,1,0
1,1,0,0,0
1,1,2,0,0
0,0,0,0,0
1,0,0,0,0
0,1,0,0,0
2,0,0,0,0
0,0,2,0,0
1,0,1,0,0
2,2,0,0,0
10,4,1,2,0
30,25,13,2,0
