0,1,2,3,4
131,110,38,8,4
152,81,45,12,2
302,217,97,31,8
96,59,35,10,3
50,28,10,6,3
99,38,25,7,2
53,35,16,6,2
4,3,1,0,0
9,5,1,1,0
6,2,1,0,0
5,1,2,1,0
2,2,0,0,0
4,2,2,0,0
5,3,2,0,0
3,1,2,0,0
21,14,10,2,0
2,0,1,0,0
7,5,2,0,0
1,1,0,0,0
6,3,2,1,0
5,3,2,0,1
2,5,1,1,0
0,1,1,0,0
1,1,0,0,0
13,9,0,2,0
1,1,0,0,0
17,10,1,2,0
1,3,0,0,0
34,23,7,5,0
36,20,10,4,0
75,48,19,4,0
57,31,17,0,1
49,25,14,6,0
35,20,6,2,0
65,49,13,5,3
9,3,9,0,0
13,5,4,2,0
94,70,28,2,2
10,6,2,0,1
7,2,1,0,1
12,5,1,1,0
42,26,9,5,0
35,31,17,5,1
5,2,2,0,0
92,42,21,4,1
62,34,19,4,0
10,12,4,1,0
21,19,2,3,1
5,4,4,1,0
7,3,0,0,0
8,2,2,1,0
22,16,3,2,1
