0,1,2,3,4,5,6,7,8,9
0,0,1,1,1,0,1,3,0,1
0,0,0,6,1,1,0,1,2,0
0,3,2,8,4,3,6,2,0,5
1,6,4,10,11,3,6,9,6,3
2,3,3,10,12,5,7,5,1,0
1,0,1,2,2,0,3,2,0,0
1,0,0,3,2,1,0,0,0,1
0,0,1,4,2,3,3,1,1,0
0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,0,0
0,0,2,2,3,1,2,7,0,1
0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0
0,1,1,5,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,1,1,1,3,1,2,1,1,0
0,1,1,6,5,1,5,2,1,2
1,0,1,2,1,0,1,1,1,0
0,1,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,0
0,0,0,0,1,0,1,2,0,0
0,0,0,2,2,0,1,3,1,0
1,1,1,1,3,0,0,0,1,0
0,0,0,1,0,1,1,1,0,0
1,3,2,12,7,5,3,4,2,1
0,0,2,2,1,0,0,2,1,0
0,0,0,0,0,0,0,0,0,0
0,0,0,1,2,0,0,0,0,0
0,1,0,5,5,2,1,3,0,5
0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,3,1,0,0
0,1,0,0,0,0,0,0,0,0
1,0,0,0,2,2,5,1,0,1
0,0,0,0,0,0,1,0,1,0
0,2,0,0,1,2,1,0,0,0
